c0;c1;c2;c3;c4;c5;
253;14 17 20 27 29 4 7;14;17;20;27;29;4;7
254;7 18 23 29 35 3 4;7;18;23;29;35;3;4
255;17 20 33 36 48 4 9 ;17;20;33;36;48;4;9
256;3 5 12 14 39 3 5;3;5;12;14;39;3;5
257;1 5 23 46 50 1 11;1;5;23;46;50;1;11
258;37 39 46 48 50 2 10;37;39;46;48;50;2;10
259;4 27 43 48 50 2 9;4;27;43;48;50;2;9
260;9 21 30 41 43 1 7;9;21;30;41;43;1;7
261;7 18 30 31 43 3 9;7;18;30;31;43;3;9
262;46 47 48 49 50 10 11;46;47;48;49;50;10;11
263;3 8 13 18 23 3 9;3;8;13;18;23;3;9
264;4 27 43 48 50 2 8;4;27;43;48;50;2;8
265;4 27 43 48 50 2 7;4;27;43;48;50;2;7
266;31 32 33 34 35 3 9;31;32;33;34;35;3;9
267;27 32 37 42 47 3 9;27;32;37;42;47;3;9
268;5 10 22 33 48 1 11;5;10;22;33;48;1;11
269;12 16 27 40 43 5 8;12;16;27;40;43;5;8
270;12 24 32 44 46 3 8;12;24;32;44;46;3;8
271;7 17 27 37 47 1 7;7;17;27;37;47;1;7
272;3 12 14 34 37 3 11;3;12;14;34;37;3;11
273;18 27 32 39 48 3 10;18;27;32;39;48;3;10
274;7 18 30 31 43 5 6;7;18;30;31;43;5;6
275;3 5 9 11 15 2 9;3;5;9;11;15;2;9
276;6 18 24 31 44 4 8;6;18;24;31;44;4;8
277;3 17 27 43 48 1 8;3;17;27;43;48;1;8
278;3 17 27 43 48 4 11;3;17;27;43;48;4;11
279;9 21 30 41 43 2 9;9;21;30;41;43;2;9
280;15 16 33 35 47 2 10;15;16;33;35;47;2;10
281;9 21 30 41 43 1 6;9;21;30;41;43;1;6
282;9 21 30 41 43 4 9;9;21;30;41;43;4;9
283;1 19 22 33 50 1 9;1;19;22;33;50;1;9
284;9 21 30 41 43 5 11;9;21;30;41;43;5;11
285;6 8 19 22 34 4 8;6;8;19;22;34;4;8
286;9 21 30 41 43 1 11;9;21;30;41;43;1;11
287;9 21 30 41 43 2 7;9;21;30;41;43;2;7
288;8 20 22 37 41 5 8;8;20;22;37;41;5;8
289;4 12 19 37 50 3 8;4;12;19;37;50;3;8
290;10 17 33 35 46 2 8;10;17;33;35;46;2;8
291;33 36 42 44 46 2 8;33;36;42;44;46;2;8
292;34 37 38 43 45 4 8;34;37;38;43;45;4;8
293;32 36 38 44 47 3 10;32;36;38;44;47;3;10
294;36 39 43 46 49 2 10;36;39;43;46;49;2;10
295;33 35 36 42 44 3 10;33;35;36;42;44;3;10
296;19 27 41 44 48 8 9;19;27;41;44;48;8;9
297;1 8 17 27 50 3 10;1;8;17;27;50;3;10
298;37 40 43 46 50 5 9;37;40;43;46;50;5;9
299;5 12 13 29 50 3 10;5;12;13;29;50;3;10
300;32 34 43 46 49 3 6;32;34;43;46;49;3;6
301;33 40 42 46 49 4 10;33;40;42;46;49;4;10
302;32 35 38 46 50 8 11;32;35;38;46;50;8;11
303;31 34 41 43 50 10 11;31;34;41;43;50;10;11
304;32 33 34 35 36 8 9;32;33;34;35;36;8;9
305;32 38 42 44 50 6 7;32;38;42;44;50;6;7
306;35 40 42 44 50 1 10;35;40;42;44;50;1;10
307;34 38 41 47 49 3 10;34;38;41;47;49;3;10
308;36 39 42 45 48 7 11;36;39;42;45;48;7;11
309;17 19 38 42 45 9 10;17;19;38;42;45;9;10
310;15 22 27 33 49 3 7;15;22;27;33;49;3;7
311;24 34 41 43 50 2 11;24;34;41;43;50;2;11
312;3 4 5 6 7 8 9;3;4;5;6;7;8;9
313;24 25 26 27 28 1 11;24;25;26;27;28;1;11
314;38 39 40 41 42 4 9;38;39;40;41;42;4;9
315;9 10 11 12 13 4 8;9;10;11;12;13;4;8
316;44 45 46 47 48 3 4;44;45;46;47;48;3;4
317;39 40 41 42 43 6 7;39;40;41;42;43;6;7
318;12 13 14 15 16 5 10;12;13;14;15;16;5;10
319;4 11 25 33 42 3 9;4;11;25;33;42;3;9
320;2 7 18 27 32 2 8;2;7;18;27;32;2;8
321;2 7 18 22 27 6 8;2;7;18;22;27;6;8
322;2 7 18 22 27 7 8;2;7;18;22;27;7;8
323;5 16 27 30 43 5 9;5;16;27;30;43;5;9
324;2 17 20 26 38 2 9;2;17;20;26;38;2;9
325;9 18 21 48 50 4 9;9;18;21;48;50;4;9
326;46 47 48 49 50 10 11;46;47;48;49;50;10;11
327;46 47 48 49 50 1 2;46;47;48;49;50;1;2
328;23 28 33 38 43 3 9;23;28;33;38;43;3;9
329;1 5 28 46 50 4 6;1;5;28;46;50;4;6
330;1 5 28 46 50 2 9;1;5;28;46;50;2;9
331;7 9 28 42 44 2 9;7;9;28;42;44;2;9
332;12 14 28 37 39 2 9;12;14;28;37;39;2;9
333;7 14 25 31 38 2 9;7;14;25;31;38;2;9
334;7 10 28 38 46 2 9;7;10;28;38;46;2;9
335;7 15 21 38 42 2 9;7;15;21;38;42;2;9
336;7 28 38 46 49 2 9;7;28;38;46;49;2;9
337;7 19 24 38 46 2 9;7;19;24;38;46;2;9
338;7 27 38 46 50 2 9;7;27;38;46;50;2;9
339;7 15 36 38 46 2 9;7;15;36;38;46;2;9
340;7 27 35 38 46 2 9;7;27;35;38;46;2;9
341;7 18 28 38 46 2 9;7;18;28;38;46;2;9
342;7 15 38 46 49 2 9;7;15;38;46;49;2;9
343;7 18 34 38 44 2 9;7;18;34;38;44;2;9
344;7 17 28 36 38 2 9;7;17;28;36;38;2;9
345;43 44 45 46 47 1 6;43;44;45;46;47;1;6
346;12 13 14 15 16 4 9;12;13;14;15;16;4;9
347;1 5 10 17 26 3 4;1;5;10;17;26;3;4
348;1 5 10 17 22 2 6;1;5;10;17;22;2;6
349;3 7 9 23 43 5 10;3;7;9;23;43;5;10
350;8 21 23 40 49 1 6;8;21;23;40;49;1;6
351;9 15 22 31 43 1 10;9;15;22;31;43;1;10
352;17 19 21 23 25 3 8;17;19;21;23;25;3;8
353;27 28 29 30 31 1 2;27;28;29;30;31;1;2
354;33 40 42 46 49 2 3;33;40;42;46;49;2;3
355;1 12 23 33 38 2 10;1;12;23;33;38;2;10
356;15 16 17 18 19 2 7;15;16;17;18;19;2;7
357;28 29 30 31 32 2 8;28;29;30;31;32;2;8
358;19 20 21 22 23 2 6;19;20;21;22;23;2;6
359;4 8 9 16 34 3 4;4;8;9;16;34;3;4
360;3 9 12 33 43 4 5;3;9;12;33;43;4;5
361;1 11 22 33 44 4 5;1;11;22;33;44;4;5
362;7 8 9 10 11 6 9;7;8;9;10;11;6;9
363;29 30 31 32 35 4 9;29;30;31;32;35;4;9
364;3 6 27 43 46 4 8;3;6;27;43;46;4;8
365;4 9 34 35 42 4 8;4;9;34;35;42;4;8
366;4 9 34 35 42 7 9;4;9;34;35;42;7;9
367;4 9 34 35 42 3 5;4;9;34;35;42;3;5
368;7 21 22 29 31 4 8;7;21;22;29;31;4;8
369;11 18 39 41 45 4 8;11;18;39;41;45;4;8
370;1 2 33 47 49 4 8;1;2;33;47;49;4;8
371;35 42 47 48 50 4 8;35;42;47;48;50;4;8
372;8 29 32 40 47 4 6;8;29;32;40;47;4;6
373;38 39 40 41 42 2 3;38;39;40;41;42;2;3
374;37 38 39 40 41 2 3;37;38;39;40;41;2;3
375;36 37 38 39 40 2 3;36;37;38;39;40;2;3
376;35 36 37 38 39 2 3;35;36;37;38;39;2;3
377;34 35 36 37 38 2 3;34;35;36;37;38;2;3
378;33 34 35 36 37 2 3;33;34;35;36;37;2;3
379;2 3 4 5 6 2 3;2;3;4;5;6;2;3
380;33 34 35 36 37 4 11;33;34;35;36;37;4;11
381;2 3 5 6 9 1 10;2;3;5;6;9;1;10
382;7 8 11 16 35 4 5;7;8;11;16;35;4;5
383;3 11 15 16 49 3 9;3;11;15;16;49;3;9
384;1 2 3 4 5 4 5;1;2;3;4;5;4;5
385;6 12 18 24 30 1 2;6;12;18;24;30;1;2
386;9 11 16 29 30 3 4;9;11;16;29;30;3;4
387;1 32 42 44 50 9 10;1;32;42;44;50;9;10
388;13 14 15 16 17 2 11;13;14;15;16;17;2;11
389;17 18 19 20 21 6 7;17;18;19;20;21;6;7
390;22 23 24 25 26 3 4;22;23;24;25;26;3;4
391;37 38 39 43 50 9 11;37;38;39;43;50;9;11
392;4 6 14 16 50 5 8;4;6;14;16;50;5;8
393;1 3 15 21 30 1 8;1;3;15;21;30;1;8
394;12 20 23 25 45 2 8;12;20;23;25;45;2;8
395;12 19 23 33 37 5 8;12;19;23;33;37;5;8
396;3 15 22 41 43 3 5;3;15;22;41;43;3;5
397;1 8 9 17 50 3 5;1;8;9;17;50;3;5
398;4 8 9 33 41 5 8;4;8;9;33;41;5;8
399;1 9 11 19 21 5 7;1;9;11;19;21;5;7
400;1 11 14 19 21 5 7;1;11;14;19;21;5;7
401;1 9 11 19 50 7 11;1;9;11;19;50;7;11
402;32 37 39 44 47 10 11;32;37;39;44;47;10;11
403;32 37 39 44 47 9 10;32;37;39;44;47;9;10
404;32 37 39 44 47 2 10;32;37;39;44;47;2;10
405;6 18 29 32 50 1 3;6;18;29;32;50;1;3
406;19 21 28 38 42 4 10;19;21;28;38;42;4;10
407;19 35 40 45 50 10 11;19;35;40;45;50;10;11
408;46 47 48 49 50 1 11;46;47;48;49;50;1;11
409;6 7 8 9 10 3 8;6;7;8;9;10;3;8
410;32 33 34 35 36 3 8;32;33;34;35;36;3;8
411;31 32 33 34 35 3 8;31;32;33;34;35;3;8
412;22 23 24 25 31 3 8;22;23;24;25;31;3;8
413;22 23 24 25 36 3 8;22;23;24;25;36;3;8
414;23 24 25 26 27 2 7;23;24;25;26;27;2;7
415;22 23 24 25 26 5 10;22;23;24;25;26;5;10
416;34 35 36 37 38 1 7;34;35;36;37;38;1;7
417;38 39 40 41 42 1 10;38;39;40;41;42;1;10
418;39 40 41 42 43 4 9;39;40;41;42;43;4;9
419;23 24 25 26 27 2 8;23;24;25;26;27;2;8
420;9 10 26 29 48 2 7;9;10;26;29;48;2;7
421;46 47 48 49 50 10 11;46;47;48;49;50;10;11
422;46 47 48 49 50 2 7;46;47;48;49;50;2;7
423;1 8 11 19 23 1 3;1;8;11;19;23;1;3
424;1 2 3 4 5 8 10;1;2;3;4;5;8;10
425;1 14 19 23 39 1 2;1;14;19;23;39;1;2
426;1 8 11 23 24 2 3;1;8;11;23;24;2;3
427;8 11 19 23 24 1 3;8;11;19;23;24;1;3
428;1 17 29 34 39 1 3;1;17;29;34;39;1;3
429;1 10 18 27 39 1 11;1;10;18;27;39;1;11
430;8 11 24 34 38 1 3;8;11;24;34;38;1;3
431;5 15 18 19 23 3 10;5;15;18;19;23;3;10
432;1 14 17 18 23 10 11;1;14;17;18;23;10;11
433;2 12 18 28 38 8 10;2;12;18;28;38;8;10
434;4 11 23 31 44 4 6;4;11;23;31;44;4;6
435;43 44 45 48 49 1 2;43;44;45;48;49;1;2
436;7 8 9 10 11 2 11;7;8;9;10;11;2;11
437;5 10 17 24 33 2 4;5;10;17;24;33;2;4
438;7 21 23 38 46 4 9;7;21;23;38;46;4;9
439;1 7 16 21 25 3 7;1;7;16;21;25;3;7
440;4 10 17 18 25 4 7;4;10;17;18;25;4;7
441;13 18 23 28 33 3 10;13;18;23;28;33;3;10
442;2 7 15 22 33 2 7;2;7;15;22;33;2;7
443;16 17 28 40 46 1 9;16;17;28;40;46;1;9
444;8 18 22 33 40 2 3;8;18;22;33;40;2;3
445;9 23 24 33 34 8 9;9;23;24;33;34;8;9
446;1 2 3 4 5 8 9;1;2;3;4;5;8;9
447;5 12 28 29 39 3 5;5;12;28;29;39;3;5
448;28 29 30 31 32 7 8;28;29;30;31;32;7;8
449;10 11 12 13 14 2 7;10;11;12;13;14;2;7
450;9 10 11 12 13 5 6;9;10;11;12;13;5;6
451;30 31 32 33 34 3 9;30;31;32;33;34;3;9
452;11 17 28 34 40 2 6;11;17;28;34;40;2;6
453;11 17 23 29 35 5 11;11;17;23;29;35;5;11
454;3 4 5 6 7 3 9;3;4;5;6;7;3;9
455;19 20 41 43 45 4 10;19;20;41;43;45;4;10
456;35 37 46 48 50 10 11;35;37;46;48;50;10;11
457;35 37 46 48 50 9 11;35;37;46;48;50;9;11
458;35 37 46 48 50 8 11;35;37;46;48;50;8;11
459;35 37 46 48 50 2 11;35;37;46;48;50;2;11
460;8 24 27 35 38 2 11;8;24;27;35;38;2;11
461;4 26 32 46 48 1 9;4;26;32;46;48;1;9
462;1 17 22 27 42 4 6;1;17;22;27;42;4;6
463;22 38 41 48 50 3 11;22;38;41;48;50;3;11
