c0;c1;c2;c3;c4;c5;
3650;3 8 11 36 48 2 9;3;8;11;36;48;2;9
3651;6 16 35 42 50 5 11;6;16;35;42;50;5;11
3652;1 2 6 20 36 7 11;1;2;6;20;36;7;11
3653;22 30 31 32 40 2 9;22;30;31;32;40;2;9
3654;2 11 14 45 46 4 8;2;11;14;45;46;4;8
3655;3 30 42 45 49 5 10;3;30;42;45;49;5;10
3656;1 3 5 7 9 1 2;1;3;5;7;9;1;2
3657;1 3 14 21 24 1 2;1;3;14;21;24;1;2
3658;7 14 42 48 50 8 9;7;14;42;48;50;8;9
3659;4 9 10 16 17 1 2;4;9;10;16;17;1;2
3660;17 30 38 45 49 1 2;17;30;38;45;49;1;2
3661;12 15 18 24 26 4 7;12;15;18;24;26;4;7
3662;16 17 26 31 44 2 8;16;17;26;31;44;2;8
3663;1 4 6 7 9 2 11;1;4;6;7;9;2;11
3664;4 5 8 17 20 7 8;4;5;8;17;20;7;8
3665;3 5 8 12 16 7 8;3;5;8;12;16;7;8
3666;3 5 7 8 34 2 4;3;5;7;8;34;2;4
3667;27 31 33 43 45 1 2;27;31;33;43;45;1;2
3668;12 17 30 38 40 1 3;12;17;30;38;40;1;3
3669;1 2 12 34 45 2 5;1;2;12;34;45;2;5
3670;3 15 29 31 50 4 11;3;15;29;31;50;4;11
3671;4 13 32 47 49 4 11;4;13;32;47;49;4;11
3672;1 7 10 12 47 1 2;1;7;10;12;47;1;2
3673;8 11 23 26 38 8 10;8;11;23;26;38;8;10
3674;4 7 13 35 50 7 10;4;7;13;35;50;7;10
3675;1 6 18 23 34 4 9;1;6;18;23;34;4;9
3676;1 2 17 29 45 9 10;1;2;17;29;45;9;10
3677;8 19 22 25 44 8 11;8;19;22;25;44;8;11
3678;4 15 16 29 45 3 7;4;15;16;29;45;3;7
3679;6 10 20 22 48 4 5;6;10;20;22;48;4;5
3680;10 14 21 23 49 2 9;10;14;21;23;49;2;9
3681;12 15 17 27 41 1 10;12;15;17;27;41;1;10
3682;7 21 28 33 38 2 10;7;21;28;33;38;2;10
3683;12 34 35 41 49 6 11;12;34;35;41;49;6;11
3684;22 29 30 36 39 6 11;22;29;30;36;39;6;11
3685;12 17 28 45 49 4 7;12;17;28;45;49;4;7
3686;1 7 13 46 49 9 11;1;7;13;46;49;9;11
3687;3 6 11 22 33 3 7;3;6;11;22;33;3;7
3688;9 35 41 44 49 3 11;9;35;41;44;49;3;11
3689;18 40 41 43 46 3 6;18;40;41;43;46;3;6
3690;3 4 12 41 45 2 5;3;4;12;41;45;2;5
3691;6 29 33 39 49 1 10;6;29;33;39;49;1;10
3692;31 43 44 45 47 1 10;31;43;44;45;47;1;10
3693;11 24 36 42 45 7 11;11;24;36;42;45;7;11
3694;9 14 23 36 41 7 10;9;14;23;36;41;7;10
3695;9 13 21 24 37 1 10;9;13;21;24;37;1;10
3696;6 15 27 35 45 1 9;6;15;27;35;45;1;9
3697;1 3 11 25 29 1 11;1;3;11;25;29;1;11
3698;13 14 31 38 49 9 10;13;14;31;38;49;9;10
3699;1 13 21 30 49 3 9;1;13;21;30;49;3;9
3700;1 7 18 24 46 4 10;1;7;18;24;46;4;10
3701;18 24 42 44 46 8 11;18;24;42;44;46;8;11
3702;1 9 14 17 29 1 9;1;9;14;17;29;1;9
3703;1 7 20 23 48 1 6;1;7;20;23;48;1;6
3704;25 30 34 36 47 8 11;25;30;34;36;47;8;11
3705;8 13 27 33 44 1 6;8;13;27;33;44;1;6
3706;9 13 31 32 37 1 3;9;13;31;32;37;1;3
3707;1 7 33 37 49 4 7;1;7;33;37;49;4;7
3708;6 11 31 37 49 1 8;6;11;31;37;49;1;8
3709;9 24 33 41 48 6 10;9;24;33;41;48;6;10
3710;8 15 26 28 34 3 11;8;15;26;28;34;3;11
3711;8 9 16 29 37 10 11;8;9;16;29;37;10;11
3712;11 15 32 34 45 5 11;11;15;32;34;45;5;11
3713;12 15 18 30 45 1 11;12;15;18;30;45;1;11
3714;1 5 13 18 35 9 11;1;5;13;18;35;9;11
3715;10 13 19 39 44 2 6;10;13;19;39;44;2;6
3716;2 11 12 30 36 1 10;2;11;12;30;36;1;10
3717;6 16 17 19 36 3 9;6;16;17;19;36;3;9
3718;5 12 28 33 47 1 11;5;12;28;33;47;1;11
3719;8 10 18 32 43 8 10;8;10;18;32;43;8;10
3720;11 21 34 47 48 1 7;11;21;34;47;48;1;7
3721;19 25 35 41 49 2 7;19;25;35;41;49;2;7
3722;19 25 28 32 37 3 7;19;25;28;32;37;3;7
3723;19 24 25 42 46 9 11;19;24;25;42;46;9;11
3724;6 7 25 29 32 3 6;6;7;25;29;32;3;6
3725;6 13 20 44 46 1 9;6;13;20;44;46;1;9
3726;23 29 31 32 47 4 5;23;29;31;32;47;4;5
3727;17 25 32 35 44 3 8;17;25;32;35;44;3;8
3728;16 20 28 36 40 3 5;16;20;28;36;40;3;5
3729;25 29 32 39 42 3 7;25;29;32;39;42;3;7
3730;11 14 22 30 38 4 7;11;14;22;30;38;4;7
3731;24 29 35 41 50 5 7;24;29;35;41;50;5;7
3732;6 9 10 36 46 2 3;6;9;10;36;46;2;3
3733;2 6 28 30 41 5 10;2;6;28;30;41;5;10
3734;1 4 14 25 29 3 11;1;4;14;25;29;3;11
3735;8 21 27 28 30 1 8;8;21;27;28;30;1;8
3736;12 24 33 40 42 7 8;12;24;33;40;42;7;8
3737;1 12 13 33 41 4 8;1;12;13;33;41;4;8
3738;46 47 48 49 50 8 9;46;47;48;49;50;8;9
3739;1 6 16 27 48 7 10;1;6;16;27;48;7;10
3740;1 15 27 40 48 1 5;1;15;27;40;48;1;5
3741;6 7 9 16 33 6 7;6;7;9;16;33;6;7
3742;10 23 26 40 50 6 7;10;23;26;40;50;6;7
3743;3 5 7 12 16 1 11;3;5;7;12;16;1;11
3744;3 17 19 21 27 1 8;3;17;19;21;27;1;8
3745;11 18 37 38 39 2 8;11;18;37;38;39;2;8
3746;1 6 8 24 25 3 11;1;6;8;24;25;3;11
3747;4 30 35 36 40 4 8;4;30;35;36;40;4;8
3748;2 12 23 26 28 10 11;2;12;23;26;28;10;11
3749;2 12 23 26 28 4 7;2;12;23;26;28;4;7
3750;2 12 23 26 28 1 2;2;12;23;26;28;1;2
3751;1 6 8 24 25 10 11;1;6;8;24;25;10;11
3752;1 6 8 24 25 7 8;1;6;8;24;25;7;8
3753;1 6 8 24 25 2 4;1;6;8;24;25;2;4
3754;11 18 37 38 39 10 11;11;18;37;38;39;10;11
3755;3 17 19 21 27 3 9;3;17;19;21;27;3;9
3756;1 7 13 19 25 1 11;1;7;13;19;25;1;11
3757;1 6 11 16 21 1 2;1;6;11;16;21;1;2
3758;46 47 48 49 50 10 11;46;47;48;49;50;10;11
3759;2 12 15 24 31 3 7;2;12;15;24;31;3;7
3760;7 17 25 27 28 5 9;7;17;25;27;28;5;9
3761;6 13 24 36 38 4 6;6;13;24;36;38;4;6
3762;16 20 21 36 40 1 7;16;20;21;36;40;1;7
3763;18 22 25 34 41 8 9;18;22;25;34;41;8;9
3764;22 24 43 48 49 8 9;22;24;43;48;49;8;9
3765;1 22 35 46 49 1 11;1;22;35;46;49;1;11
3766;15 18 26 42 45 3 6;15;18;26;42;45;3;6
3767;15 22 32 40 45 10 11;15;22;32;40;45;10;11
3768;22 32 34 36 45 8 9;22;32;34;36;45;8;9
3769;21 30 32 40 45 10 11;21;30;32;40;45;10;11
3770;26 31 32 36 37 1 10;26;31;32;36;37;1;10
3771;4 26 30 42 44 3 7;4;26;30;42;44;3;7
3772;8 15 29 35 46 1 10;8;15;29;35;46;1;10
3773;23 25 29 35 46 10 11;23;25;29;35;46;10;11
3774;8 18 26 39 43 1 9;8;18;26;39;43;1;9
3775;5 7 8 15 22 10 11;5;7;8;15;22;10;11
3776;7 9 26 30 32 4 8;7;9;26;30;32;4;8
3777;3 6 44 46 47 7 8;3;6;44;46;47;7;8
3778;1 27 42 44 49 1 8;1;27;42;44;49;1;8
3779;1 4 14 35 48 6 7;1;4;14;35;48;6;7
3780;12 13 16 22 28 3 8;12;13;16;22;28;3;8
3781;3 11 20 31 35 2 10;3;11;20;31;35;2;10
3782;10 11 12 24 45 2 7;10;11;12;24;45;2;7
3783;1 10 23 30 45 2 6;1;10;23;30;45;2;6
3784;4 16 27 39 46 5 6;4;16;27;39;46;5;6
3785;9 35 40 44 46 6 9;9;35;40;44;46;6;9
3786;1 20 24 27 30 1 11;1;20;24;27;30;1;11
3787;8 16 20 22 43 5 7;8;16;20;22;43;5;7
3788;7 33 34 35 41 1 2;7;33;34;35;41;1;2
3789;17 31 34 37 46 1 8;17;31;34;37;46;1;8
3790;3 4 14 47 49 3 5;3;4;14;47;49;3;5
3791;7 16 17 48 50 3 11;7;16;17;48;50;3;11
3792;15 34 35 37 42 4 5;15;34;35;37;42;4;5
3793;9 23 28 30 50 7 11;9;23;28;30;50;7;11
3794;12 20 32 39 48 5 11;12;20;32;39;48;5;11
3795;10 19 22 45 47 3 8;10;19;22;45;47;3;8
3796;1 12 41 43 45 4 5;1;12;41;43;45;4;5
3797;29 36 45 46 50 2 9;29;36;45;46;50;2;9
3798;8 21 23 27 48 1 5;8;21;23;27;48;1;5
3799;12 13 21 42 50 3 7;12;13;21;42;50;3;7
3800;5 9 10 27 50 5 8;5;9;10;27;50;5;8
3801;8 22 31 38 40 8 10;8;22;31;38;40;8;10
3802;2 9 24 32 46 3 11;2;9;24;32;46;3;11
3803;4 15 23 44 47 4 6;4;15;23;44;47;4;6
3804;1 14 19 23 28 1 4;1;14;19;23;28;1;4
3805;1 9 16 26 38 1 10;1;9;16;26;38;1;10
3806;1 20 21 22 30 2 4;1;20;21;22;30;2;4
3807;1 4 12 29 45 1 4;1;4;12;29;45;1;4
3808;1 12 13 19 32 2 5;1;12;13;19;32;2;5
3809;2 4 7 18 48 1 8;2;4;7;18;48;1;8
3810;10 21 28 33 46 10 11;10;21;28;33;46;10;11
3811;8 12 24 25 27 7 9;8;12;24;25;27;7;9
3812;10 16 34 36 43 2 5;10;16;34;36;43;2;5
3813;8 13 22 24 26 7 8;8;13;22;24;26;7;8
3814;46 47 48 49 50 1 2;46;47;48;49;50;1;2
3815;1 7 11 17 21 1 7;1;7;11;17;21;1;7
3816;5 9 14 19 25 3 8;5;9;14;19;25;3;8
3817;1 3 5 7 8 1 10;1;3;5;7;8;1;10
3818;6 25 28 43 45 6 8;6;25;28;43;45;6;8
3819;10 27 33 46 50 7 9;10;27;33;46;50;7;9
3820;9 16 24 31 39 2 5;9;16;24;31;39;2;5
3821;12 19 29 44 49 2 3;12;19;29;44;49;2;3
3822;5 17 40 47 48 1 8;5;17;40;47;48;1;8
3823;12 13 16 27 50 2 11;12;13;16;27;50;2;11
3824;19 35 36 44 49 3 6;19;35;36;44;49;3;6
3825;9 14 17 33 48 5 9;9;14;17;33;48;5;9
3826;14 26 29 33 44 6 9;14;26;29;33;44;6;9
3827;14 17 32 34 44 6 7;14;17;32;34;44;6;7
3828;8 9 28 31 39 5 10;8;9;28;31;39;5;10
3829;9 34 38 43 45 2 4;9;34;38;43;45;2;4
3830;1 18 35 36 45 2 9;1;18;35;36;45;2;9
3831;6 9 14 28 46 1 3;6;9;14;28;46;1;3
3832;12 16 19 46 49 5 10;12;16;19;46;49;5;10
3833;21 24 31 34 45 4 5;21;24;31;34;45;4;5
3834;9 21 23 28 38 2 11;9;21;23;28;38;2;11
3835;2 13 37 38 40 5 10;2;13;37;38;40;5;10
3836;2 3 15 23 45 1 3;2;3;15;23;45;1;3
3837;1 14 28 36 38 5 7;1;14;28;36;38;5;7
3838;11 18 28 49 50 5 6;11;18;28;49;50;5;6
3839;12 15 18 22 38 10 11;12;15;18;22;38;10;11
3840;3 33 37 39 49 3 6;3;33;37;39;49;3;6
3841;11 31 41 47 48 7 9;11;31;41;47;48;7;9
3842;3 5 27 29 32 4 8;3;5;27;29;32;4;8
3843;14 16 30 40 41 2 5;14;16;30;40;41;2;5
3844;3 10 11 16 23 1 8;3;10;11;16;23;1;8
3845;13 16 17 32 49 1 8;13;16;17;32;49;1;8
3846;4 26 35 40 42 8 11;4;26;35;40;42;8;11
3847;3 5 25 30 33 7 11;3;5;25;30;33;7;11
3848;4 15 16 24 42 1 4;4;15;16;24;42;1;4
3849;13 16 19 28 34 1 6;13;16;19;28;34;1;6
3850;22 23 24 27 28 3 4;22;23;24;27;28;3;4
3851;1 19 20 31 33 10 11;1;19;20;31;33;10;11
3852;22 23 28 30 33 4 8;22;23;28;30;33;4;8
3853;3 9 13 34 48 1 3;3;9;13;34;48;1;3
3854;1 19 26 33 48 6 7;1;19;26;33;48;6;7
3855;16 32 35 37 40 6 11;16;32;35;37;40;6;11
3856;1 15 18 34 44 5 8;1;15;18;34;44;5;8
3857;16 26 33 38 42 1 7;16;26;33;38;42;1;7
3858;1 6 7 11 12 3 6;1;6;7;11;12;3;6
3859;9 24 27 48 49 1 4;9;24;27;48;49;1;4
3860;3 13 23 33 43 3 9;3;13;23;33;43;3;9
3861;11 14 17 22 24 3 6;11;14;17;22;24;3;6
3862;5 9 26 33 47 3 6;5;9;26;33;47;3;6
3863;4 10 18 26 49 3 7;4;10;18;26;49;3;7
3864;1 2 20 42 50 3 5;1;2;20;42;50;3;5
3865;23 33 35 37 44 4 8;23;33;35;37;44;4;8
3866;4 7 17 23 26 2 8;4;7;17;23;26;2;8
3867;1 11 32 34 42 7 9;1;11;32;34;42;7;9
3868;14 16 35 36 44 4 5;14;16;35;36;44;4;5
3869;14 16 24 33 38 4 5;14;16;24;33;38;4;5
3870;14 16 24 35 42 4 5;14;16;24;35;42;4;5
3871;7 17 20 33 44 4 5;7;17;20;33;44;4;5
3872;7 15 22 32 35 4 5;7;15;22;32;35;4;5
3873;7 15 22 32 35 2 5;7;15;22;32;35;2;5
3874;7 15 22 32 35 2 8;7;15;22;32;35;2;8
3875;8 17 25 27 34 2 8;8;17;25;27;34;2;8
3876;8 19 28 41 45 2 8;8;19;28;41;45;2;8
3877;8 19 28 41 45 2 7;8;19;28;41;45;2;7
3878;8 19 28 41 45 2 6;8;19;28;41;45;2;6
3879;1 10 11 26 44 4 6;1;10;11;26;44;4;6
3880;10 11 19 26 44 4 6;10;11;19;26;44;4;6
3881;10 19 26 38 44 4 6;10;19;26;38;44;4;6
3882;2 8 28 34 36 4 6;2;8;28;34;36;4;6
3883;13 18 28 39 44 4 8;13;18;28;39;44;4;8
3884;3 15 27 41 49 5 7;3;15;27;41;49;5;7
3885;6 10 22 27 30 3 7;6;10;22;27;30;3;7
3886;8 18 21 25 34 1 7;8;18;21;25;34;1;7
3887;6 24 31 38 50 1 8;6;24;31;38;50;1;8
3888;14 21 34 42 49 2 9;14;21;34;42;49;2;9
3889;12 22 24 41 44 3 7;12;22;24;41;44;3;7
3890;1 14 17 26 39 5 10;1;14;17;26;39;5;10
3891;1 13 19 30 36 2 6;1;13;19;30;36;2;6
3892;3 14 22 33 47 1 9;3;14;22;33;47;1;9
3893;10 12 19 30 45 3 8;10;12;19;30;45;3;8
3894;1 14 28 44 50 5 7;1;14;28;44;50;5;7
3895;10 12 30 44 45 1 6;10;12;30;44;45;1;6
3896;18 33 44 45 50 1 7;18;33;44;45;50;1;7
3897;14 16 28 42 44 3 6;14;16;28;42;44;3;6
3898;4 10 21 33 50 1 9;4;10;21;33;50;1;9
3899;14 19 26 43 50 3 8;14;19;26;43;50;3;8
3900;8 24 34 36 48 2 10;8;24;34;36;48;2;10
3901;11 15 39 46 49 1 10;11;15;39;46;49;1;10
3902;13 21 32 45 48 3 7;13;21;32;45;48;3;7
3903;3 25 27 41 49 4 8;3;25;27;41;49;4;8
3904;18 37 39 47 50 2 8;18;37;39;47;50;2;8
3905;26 33 37 40 46 2 11;26;33;37;40;46;2;11
3906;15 22 30 42 49 1 10;15;22;30;42;49;1;10
3907;26 36 40 44 46 6 11;26;36;40;44;46;6;11
3908;11 14 32 46 50 3 8;11;14;32;46;50;3;8
3909;16 19 20 25 28 1 10;16;19;20;25;28;1;10
3910;8 15 29 35 36 1 10;8;15;29;35;36;1;10
3911;23 25 29 35 46 10 11;23;25;29;35;46;10;11
3912;28 32 41 43 45 6 7;28;32;41;43;45;6;7
3913;19 33 39 43 44 10 11;19;33;39;43;44;10;11
3914;5 12 16 21 43 3 9;5;12;16;21;43;3;9
3915;11 16 23 34 35 5 11;11;16;23;34;35;5;11
3916;8 20 27 35 42 2 10;8;20;27;35;42;2;10
3917;4 8 37 42 44 6 8;4;8;37;42;44;6;8
3918;4 8 20 34 45 5 11;4;8;20;34;45;5;11
3919;1 5 19 36 45 7 11;1;5;19;36;45;7;11
3920;19 25 26 40 42 1 3;19;25;26;40;42;1;3
3921;13 21 22 36 43 3 9;13;21;22;36;43;3;9
3922;5 33 35 44 45 5 6;5;33;35;44;45;5;6
3923;6 18 20 34 41 1 5;6;18;20;34;41;1;5
3924;3 5 31 33 38 1 2;3;5;31;33;38;1;2
3925;12 21 27 31 45 3 11;12;21;27;31;45;3;11
3926;1 5 22 35 41 5 7;1;5;22;35;41;5;7
3927;4 15 17 18 32 1 8;4;15;17;18;32;1;8
3928;12 16 20 23 31 8 10;12;16;20;23;31;8;10
3929;2 7 11 23 49 8 10;2;7;11;23;49;8;10
3930;8 14 16 23 37 1 3;8;14;16;23;37;1;3
3931;22 27 36 42 45 1 10;22;27;36;42;45;1;10
3932;14 17 21 29 36 5 6;14;17;21;29;36;5;6
3933;1 4 5 49 50 6 7;1;4;5;49;50;6;7
3934;8 10 30 33 38 8 11;8;10;30;33;38;8;11
3935;19 27 33 36 42 1 4;19;27;33;36;42;1;4
3936;1 7 20 25 44 5 9;1;7;20;25;44;5;9
3937;6 10 18 30 40 4 7;6;10;18;30;40;4;7
3938;6 13 28 34 47 1 11;6;13;28;34;47;1;11
3939;23 31 34 36 44 1 9;23;31;34;36;44;1;9
3940;8 12 13 30 34 1 3;8;12;13;30;34;1;3
3941;13 21 34 39 46 1 11;13;21;34;39;46;1;11
3942;12 25 29 32 42 1 5;12;25;29;32;42;1;5
3943;1 14 18 28 33 2 6;1;14;18;28;33;2;6
3944;4 14 30 37 45 1 2;4;14;30;37;45;1;2
3945;3 10 23 35 38 5 7;3;10;23;35;38;5;7
3946;1 6 23 30 50 1 8;1;6;23;30;50;1;8
3947;12 19 36 37 39 1 3;12;19;36;37;39;1;3
3948;21 26 36 37 38 7 8;21;26;36;37;38;7;8
3949;5 12 21 23 32 1 9;5;12;21;23;32;1;9
3950;17 20 21 25 42 4 9;17;20;21;25;42;4;9
3951;2 3 28 33 47 9 10;2;3;28;33;47;9;10
3952;5 13 33 40 41 6 11;5;13;33;40;41;6;11
3953;6 9 22 25 46 1 4;6;9;22;25;46;1;4
3954;19 22 37 43 48 3 7;19;22;37;43;48;3;7
3955;3 6 30 33 41 3 11;3;6;30;33;41;3;11
3956;5 10 17 32 38 2 8;5;10;17;32;38;2;8
3957;12 34 35 45 50 3 8;12;34;35;45;50;3;8
3958;6 15 26 44 50 1 2;6;15;26;44;50;1;2
3959;6 24 27 30 35 2 10;6;24;27;30;35;2;10
3960;1 4 14 20 24 2 8;1;4;14;20;24;2;8
3961;6 23 27 46 48 4 7;6;23;27;46;48;4;7
3962;5 14 34 45 48 1 4;5;14;34;45;48;1;4
3963;4 8 12 39 42 1 3;4;8;12;39;42;1;3
3964;1 9 14 26 45 1 3;1;9;14;26;45;1;3
3965;4 15 21 37 50 3 4;4;15;21;37;50;3;4
3966;1 11 32 41 47 1 10;1;11;32;41;47;1;10
3967;11 12 27 37 42 9 10;11;12;27;37;42;9;10
3968;18 21 38 48 49 5 7;18;21;38;48;49;5;7
3969;5 20 23 46 49 7 9;5;20;23;46;49;7;9
3970;1 9 11 13 38 1 5;1;9;11;13;38;1;5
3971;5 10 19 33 37 4 9;5;10;19;33;37;4;9
3972;4 7 18 28 41 4 11;4;7;18;28;41;4;11
3973;11 23 25 35 50 2 4;11;23;25;35;50;2;4
3974;4 6 7 15 33 6 7;4;6;7;15;33;6;7
3975;1 10 26 43 48 7 9;1;10;26;43;48;7;9
3976;9 14 29 34 40 10 11;9;14;29;34;40;10;11
3977;14 17 29 32 35 2 5;14;17;29;32;35;2;5
3978;3 19 28 39 47 9 10;3;19;28;39;47;9;10
3979;1 24 29 37 44 1 6;1;24;29;37;44;1;6
3980;5 22 34 35 41 5 6;5;22;34;35;41;5;6
3981;2 13 30 33 38 7 9;2;13;30;33;38;7;9
3982;6 11 17 23 37 9 11;6;11;17;23;37;9;11
3983;2 9 13 40 48 4 5;2;9;13;40;48;4;5
3984;14 18 32 35 50 4 10;14;18;32;35;50;4;10
3985;9 17 18 21 24 1 7;9;17;18;21;24;1;7
3986;1 13 19 30 36 5 10;1;13;19;30;36;5;10
3987;2 7 12 13 43 2 3;2;7;12;13;43;2;3
3988;2 27 28 44 46 8 11;2;27;28;44;46;8;11
3989;5 9 22 28 38 5 7;5;9;22;28;38;5;7
3990;2 8 11 12 37 5 10;2;8;11;12;37;5;10
3991;4 5 19 37 47 8 10;4;5;19;37;47;8;10
3992;4 13 18 26 44 5 9;4;13;18;26;44;5;9
3993;4 28 31 39 50 4 9;4;28;31;39;50;4;9
3994;1 5 10 12 49 9 10;1;5;10;12;49;9;10
3995;4 16 23 26 30 9 10;4;16;23;26;30;9;10
3996;10 31 35 41 48 1 2;10;31;35;41;48;1;2
3997;21 22 27 31 40 1 8;21;22;27;31;40;1;8
3998;16 32 36 41 45 2 5;16;32;36;41;45;2;5
3999;2 15 16 27 29 7 11;2;15;16;27;29;7;11
4000;1 19 21 33 41 2 7;1;19;21;33;41;2;7
4001;8 10 14 29 49 1 9;8;10;14;29;49;1;9
4002;2 13 16 23 28 8 9;2;13;16;23;28;8;9
4003;6 16 27 29 30 4 7;6;16;27;29;30;4;7
4004;2 4 23 35 37 5 9;2;4;23;35;37;5;9
4005;4 18 19 34 43 1 3;4;18;19;34;43;1;3
4006;26 33 39 46 47 7 8;26;33;39;46;47;7;8
4007;4 12 15 38 48 2 3;4;12;15;38;48;2;3
4008;13 25 26 35 38 4 9;13;25;26;35;38;4;9
4009;3 12 24 28 30 1 4;3;12;24;28;30;1;4
4010;26 36 42 47 48 1 8;26;36;42;47;48;1;8
4011;12 19 32 44 45 5 9;12;19;32;44;45;5;9
4012;6 15 40 46 47 7 8;6;15;40;46;47;7;8
4013;2 10 12 19 28 1 4;2;10;12;19;28;1;4
4014;6 17 32 34 47 5 9;6;17;32;34;47;5;9
4015;5 8 24 27 42 1 4;5;8;24;27;42;1;4
4016;31 35 41 44 46 1 5;31;35;41;44;46;1;5
4017;4 13 14 24 32 6 8;4;13;14;24;32;6;8
4018;7 9 27 28 47 3 10;7;9;27;28;47;3;10
4019;1 12 34 37 49 2 9;1;12;34;37;49;2;9
4020;2 19 24 37 50 5 10;2;19;24;37;50;5;10
4021;2 23 31 35 48 5 10;2;23;31;35;48;5;10
4022;4 11 18 32 45 5 10;4;11;18;32;45;5;10
4023;13 29 32 42 45 5 10;13;29;32;42;45;5;10
4024;11 19 35 39 42 4 9;11;19;35;39;42;4;9
4025;8 13 34 37 45 4 8;8;13;34;37;45;4;8
4026;11 18 30 37 44 4 5;11;18;30;37;44;4;5
4027;3 12 24 36 50 5 10;3;12;24;36;50;5;10
4028;7 19 29 37 48 5 10;7;19;29;37;48;5;10
4029;9 17 29 37 48 5 10;9;17;29;37;48;5;10
4030;8 17 29 37 49 5 10;8;17;29;37;49;5;10
4031;7 19 27 29 43 5 10;7;19;27;29;43;5;10
4032;13 18 25 34 50 5 10;13;18;25;34;50;5;10
4033;32 34 41 43 47 3 4;32;34;41;43;47;3;4
4034;5 28 33 37 45 5 7;5;28;33;37;45;5;7
4035;1 14 30 31 44 1 9;1;14;30;31;44;1;9
4036;15 18 27 31 44 2 4;15;18;27;31;44;2;4
4037;8 10 14 28 44 5 9;8;10;14;28;44;5;9
4038;2 14 31 33 41 3 7;2;14;31;33;41;3;7
4039;9 25 31 45 46 1 7;9;25;31;45;46;1;7
4040;22 23 24 28 38 7 8;22;23;24;28;38;7;8
4041;4 23 41 48 49 2 7;4;23;41;48;49;2;7
4042;8 15 29 35 46 3 7;8;15;29;35;46;3;7
4043;23 24 29 35 46 10 11;23;24;29;35;46;10;11
4044;3 19 35 42 46 4 5;3;19;35;42;46;4;5
4045;4 9 12 24 27 2 3;4;9;12;24;27;2;3
4046;7 16 23 25 27 3 6;7;16;23;25;27;3;6
4047;18 23 24 29 33 4 5;18;23;24;29;33;4;5
4048;24 26 36 45 50 3 6;24;26;36;45;50;3;6
4049;4 7 19 39 43 3 8;4;7;19;39;43;3;8
4050;5 28 30 32 49 6 7;5;28;30;32;49;6;7
4051;2 15 29 41 47 1 6;2;15;29;41;47;1;6
4052;2 15 26 36 49 3 8;2;15;26;36;49;3;8
4053;24 27 31 47 49 3 5;24;27;31;47;49;3;5
4054;15 22 26 34 43 1 9;15;22;26;34;43;1;9
4055;5 18 36 43 48 1 11;5;18;36;43;48;1;11
4056;11 20 29 40 45 1 8;11;20;29;40;45;1;8
4057;9 15 28 36 43 1 5;9;15;28;36;43;1;5
4058;16 30 33 40 44 6 9;16;30;33;40;44;6;9
4059;16 18 20 43 50 1 8;16;18;20;43;50;1;8
4060;19 27 37 45 49 3 11;19;27;37;45;49;3;11
4061;11 14 24 25 42 2 7;11;14;24;25;42;2;7
4062;5 7 11 39 41 1 11;5;7;11;39;41;1;11
4063;1 6 25 33 34 2 11;1;6;25;33;34;2;11
4064;9 12 23 36 44 1 9;9;12;23;36;44;1;9
4065;8 21 27 29 40 6 10;8;21;27;29;40;6;10
4066;17 22 24 41 43 5 7;17;22;24;41;43;5;7
4067;2 5 18 31 44 6 10;2;5;18;31;44;6;10
4068;2 24 25 41 46 1 3;2;24;25;41;46;1;3
4069;30 32 43 45 49 9 11;30;32;43;45;49;9;11
4070;14 17 24 41 49 1 4;14;17;24;41;49;1;4
4071;1 15 24 33 38 6 9;1;15;24;33;38;6;9
4072;6 10 29 35 50 6 7;6;10;29;35;50;6;7
4073;22 28 29 42 44 8 10;22;28;29;42;44;8;10
4074;25 26 30 39 49 1 9;25;26;30;39;49;1;9
4075;1 4 10 12 15 1 5;1;4;10;12;15;1;5
4076;7 8 16 21 33 1 7;7;8;16;21;33;1;7
4077;18 31 36 44 45 4 10;18;31;36;44;45;4;10
4078;2 6 25 33 47 1 5;2;6;25;33;47;1;5
4079;8 15 17 34 44 5 8;8;15;17;34;44;5;8
4080;12 15 29 31 43 4 9;12;15;29;31;43;4;9
4081;12 15 22 29 31 4 9;12;15;22;29;31;4;9
4082;12 15 29 31 50 4 9;12;15;29;31;50;4;9
4083;12 15 29 31 38 4 9;12;15;29;31;38;4;9
4084;12 15 29 31 42 4 9;12;15;29;31;42;4;9
4085;12 15 29 31 42 4 7;12;15;29;31;42;4;7
4086;12 15 29 31 42 4 10;12;15;29;31;42;4;10
4087;1 9 23 45 50 1 6;1;9;23;45;50;1;6
4088;1 2 29 41 49 1 5;1;2;29;41;49;1;5
4089;2 9 23 41 50 5 6;2;9;23;41;50;5;6
4090;1 2 9 23 50 5 6;1;2;9;23;50;5;6
4091;1 14 17 21 39 1 4;1;14;17;21;39;1;4
4092;23 31 37 38 44 2 8;23;31;37;38;44;2;8
4093;3 5 12 46 47 6 9;3;5;12;46;47;6;9
4094;2 7 24 40 50 4 6;2;7;24;40;50;4;6
4095;10 13 22 25 50 1 3;10;13;22;25;50;1;3
4096;4 11 30 37 48 1 8;4;11;30;37;48;1;8
4097;6 10 19 34 39 2 10;6;10;19;34;39;2;10
4098;1 24 30 31 42 1 9;1;24;30;31;42;1;9
4099;4 20 26 36 40 3 4;4;20;26;36;40;3;4
4100;1 28 39 43 48 1 8;1;28;39;43;48;1;8
