2010001;7;17;18;27;29;32;13
2010002;3;6;7;23;30;33;13
2010003;14;22;26;27;28;31;4
2010004;1;12;13;16;23;28;7
2010005;3;5;6;8;17;18;14
2010006;3;5;7;13;14;18;5
2010007;14;22;27;28;30;33;14
2010008;5;7;13;15;18;30;14
2010009;1;9;13;21;24;32;6
2010010;7;8;12;15;22;26;8
2010011;7;8;14;22;24;30;7
2010012;2;8;13;14;25;33;10
2010013;1;2;3;16;18;23;12
2010014;1;3;7;14;26;28;2
2010015;1;4;16;21;23;28;6
2010016;2;8;10;12;30;33;16
2010017;1;3;6;11;12;23;11
2010018;11;28;29;30;32;33;2
2010019;2;10;22;24;26;27;6
2010020;5;6;14;22;24;26;9
2010021;2;9;16;17;19;25;4
2010022;1;2;18;29;31;32;2
2010023;2;9;11;22;24;27;11
2010024;7;16;26;27;29;31;14
2010025;4;5;7;10;13;25;11
2010026;2;4;5;8;19;22;12
2010027;3;4;15;25;26;30;13
2010028;1;3;6;12;16;32;12
2010029;1;5;14;16;17;22;3
2010030;3;6;10;16;25;31;5
2010031;5;7;13;24;25;28;4
2010032;8;18;21;28;29;33;8
2010033;8;10;11;12;25;29;9
2010034;6;11;13;22;25;32;12
2010035;9;10;11;18;19;21;10
2010036;6;13;14;28;29;30;8
2010037;3;16;19;21;24;26;6
2010038;1;6;7;11;13;16;1
2010039;8;17;21;23;25;32;12
2010040;12;19;24;25;30;32;11
2010041;3;5;13;19;25;29;12
2010042;3;6;11;20;31;32;10
2010043;4;10;19;22;28;33;4
2010044;3;9;21;23;27;31;5
2010045;2;3;4;13;20;29;1
2010046;11;12;21;23;27;32;5
2010047;3;10;13;20;21;32;15
2010048;1;6;8;10;23;33;2
2010049;1;6;10;26;27;28;2
2010050;7;21;22;26;28;30;11
2010051;4;17;23;27;28;32;3
2010052;1;2;19;23;27;29;10
2010053;3;22;24;27;28;30;14
2010054;1;6;8;12;14;25;6
2010055;2;3;13;19;20;23;8
2010056;1;2;3;8;13;32;7
2010057;5;11;12;19;25;32;5
2010058;1;4;11;17;19;29;12
2010059;1;9;11;12;18;30;10
2010060;1;8;15;18;22;27;9
2010061;2;4;16;19;22;26;12
2010062;11;13;15;20;31;33;3
2010063;2;6;10;17;23;24;3
2010064;8;14;25;26;30;31;11
2010065;2;7;8;17;30;32;12
2010066;1;3;21;22;31;32;7
2010067;1;7;10;14;21;25;1
2010068;3;13;18;20;23;28;13
2010069;12;14;20;22;24;32;11
2010070;8;13;23;27;31;33;7
2010071;5;13;14;17;20;26;1
2010072;6;8;22;23;30;31;1
2010073;1;16;20;23;27;31;2
2010074;2;10;17;18;19;29;15
2010075;5;9;12;13;15;22;14
2010076;1;12;14;29;31;32;15
2010077;2;8;14;20;21;24;9
2010078;1;3;9;11;17;23;12
2010079;8;11;12;14;18;22;2
2010080;8;10;13;14;16;23;16
2010081;2;3;9;24;26;27;5
2010082;1;8;13;14;27;31;2
2010083;2;20;21;22;23;31;12
2010084;2;10;14;18;20;30;3
2010085;1;8;12;13;24;27;8
2010086;5;21;28;29;30;31;8
2010087;1;8;16;17;25;30;10
2010088;5;6;15;23;27;30;12
2010089;7;8;9;16;23;26;1
2010090;1;6;10;15;25;31;14
2010091;6;13;16;20;22;24;16
2010092;3;13;19;27;28;30;2
2010093;9;10;19;28;32;33;6
2010094;3;5;7;27;31;32;10
2010095;9;11;16;17;25;27;14
2010096;7;12;21;23;24;28;3
2010097;10;16;18;21;24;26;1
2010098;1;3;8;16;29;33;7
2010099;3;4;17;24;27;30;6
2010100;1;6;12;22;23;26;8
2010101;4;9;18;21;25;26;6
2010102;4;11;16;20;22;29;10
2010103;6;9;14;17;20;33;9
2010104;7;17;23;24;27;32;2
2010105;1;8;9;19;21;31;11
2010106;2;6;8;15;26;29;16
2010107;8;12;15;17;22;33;16
2010108;2;4;8;20;23;24;7
2010109;4;15;18;25;29;32;15
2010110;1;3;12;24;26;27;1
2010111;4;7;8;13;17;18;10
2010112;1;8;18;24;29;30;16
2010113;5;10;15;18;20;28;10
2010114;1;8;11;15;17;25;1
2010115;1;22;24;25;29;33;15
2010116;5;9;10;20;22;26;7
2010117;1;8;20;22;24;28;1
2010118;5;8;11;13;15;25;5
2010119;7;17;25;27;30;31;9
2010120;1;2;5;6;10;29;16
2010121;8;11;13;18;25;30;15
2010122;2;9;12;16;25;27;6
2010123;6;12;15;18;29;32;10
2010124;2;6;8;11;12;25;2
2010125;6;7;13;23;28;29;9
2010126;3;13;18;20;27;28;5
2010127;1;4;8;17;25;33;1
2010128;4;11;19;20;24;28;12
2010129;4;8;14;25;28;32;16
2010130;1;2;7;15;21;31;16
2010131;5;6;15;16;19;26;6
2010132;2;10;12;18;24;33;15
2010133;3;9;17;21;26;32;1
2010134;9;15;16;22;27;28;6
2010135;4;10;13;25;26;30;10
2010136;4;10;23;24;26;33;10
2010137;7;9;10;13;19;33;6
2010138;1;21;23;24;26;30;5
2010139;11;13;18;20;26;31;9
2010140;1;12;13;18;26;29;15
2010141;2;3;7;18;23;27;6
2010142;2;16;18;23;26;27;10
2010143;9;16;18;26;30;31;14
2010144;2;3;8;15;19;21;11
2010145;3;21;24;27;28;31;8
2010146;1;17;18;22;25;32;1
2010147;2;8;15;18;24;30;3
2010148;1;3;7;18;23;27;12
2010149;2;7;8;16;25;30;9
2010150;2;17;18;23;29;30;6
2010151;2;13;14;17;19;26;14
2010152;4;9;17;21;25;31;1
2010153;3;6;12;19;30;31;13
